time_ns,joint_name,hardware_position,ros_position,error
1783426743035560976,basket_link_to_armFork_joint,0.008084291805044535,0.008236225145233556,0.00015193334018902098
1783426743035560976,basket_crane_link_to_basket_link,,0.0,
1783426743035560976,winch_link_to_basket_crane_link,-6.678733825683594,-6.678733825683594,0.0
1783426743135598517,base_to_cylinder_joint,-0.008726645739822998,-0.008726645739822998,0.0
1783426743135598517,cylinder_to_arm1_joint,-0.134390349074612,-0.134390349074612,0.0
1783426743135598517,arm_link1_to_arm2_joint,-0.20401010004679362,-0.20401010004679362,0.0
1783426743135598517,arm_link2_to_arm3_joint,-0.20401010004679362,-0.20401010004679362,0.0
1783426743135598517,arm_link3_to_arm4_joint,-0.20401010004679362,-0.20401010004679362,0.0
1783426743135598517,arm_link4_to_armFork_joint,0.23684364159455532,0.23684364159455532,0.0
1783426743135598517,basket_link_to_armFork_joint,0.008084291805044535,0.008084291805044535,0.0
1783426743135598517,basket_crane_link_to_basket_link,,0.0,
1783426743135598517,winch_link_to_basket_crane_link,-6.678733825683594,-6.678737640380859,-3.814697265625e-06
1783426743235563711,base_to_cylinder_joint,-0.008726645739822998,-0.008726645739822998,0.0
1783426743235563711,cylinder_to_arm1_joint,-0.13613567666213067,-0.13613567666213067,0.0
1783426743235563711,arm_link1_to_arm2_joint,-0.2080505002339681,-0.2080505002339681,0.0
1783426743235563711,arm_link2_to_arm3_joint,-0.2080505002339681,-0.2080505002339681,0.0
1783426743235563711,arm_link3_to_arm4_joint,-0.2080505002339681,-0.2080505002339681,0.0
1783426743235563711,arm_link4_to_armFork_joint,0.23858896918207398,0.23858896918207398,0.0
1783426743235563711,basket_link_to_armFork_joint,0.008236225145233556,0.008084291805044535,-0.00015193334018902098
1783426743235563711,basket_crane_link_to_basket_link,,0.0,
1783426743235563711,winch_link_to_basket_crane_link,-6.6787261962890625,-6.6787261962890625,0.0
1783426743335582026,base_to_cylinder_joint,-0.008726645739822998,-0.008726645739822998,0.0
1783426743335582026,cylinder_to_arm1_joint,-0.13613567666213067,-0.13613567666213067,0.0
1783426743335582026,arm_link1_to_arm2_joint,-0.21108080037434895,-0.21108080037434895,0.0
1783426743335582026,arm_link2_to_arm3_joint,-0.21108080037434895,-0.21108080037434895,0.0
1783426743335582026,arm_link3_to_arm4_joint,-0.21108080037434895,-0.21108080037434895,0.0
1783426743335582026,arm_link4_to_armFork_joint,0.23858896918207398,0.23858896918207398,0.0
1783426743335582026,basket_link_to_armFork_joint,0.008590425570214095,0.008590425570214095,0.0
1783426743335582026,basket_crane_link_to_basket_link,,0.0,
1783426743335582026,winch_link_to_basket_crane_link,-6.678714752197266,-6.678718566894531,-3.814697265625e-06
1783426743435533585,base_to_cylinder_joint,-0.008726645739822998,-0.008726645739822998,0.0
1783426743435533585,cylinder_to_arm1_joint,-0.13613567666213067,-0.13613567666213067,0.0
1783426743435533585,arm_link1_to_arm2_joint,-0.21512120056152342,-0.21512120056152342,0.0
1783426743435533585,arm_link2_to_arm3_joint,-0.21512120056152342,-0.21512120056152342,0.0
1783426743435533585,arm_link3_to_arm4_joint,-0.21512120056152342,-0.21512120056152342,0.0
1783426743435533585,arm_link4_to_armFork_joint,0.23858896918207398,0.23858896918207398,0.0
1783426743435533585,basket_link_to_armFork_joint,0.008590425570214095,0.008590425570214095,0.0
1783426743435533585,basket_crane_link_to_basket_link,,0.0,
1783426743435533585,winch_link_to_basket_crane_link,-6.678714752197266,-6.678714752197266,0.0
1783426743535560045,base_to_cylinder_joint,-0.008726645739822998,-0.008726645739822998,0.0
1783426743535560045,cylinder_to_arm1_joint,-0.1378810042496493,-0.1378810042496493,0.0
1783426743535560045,arm_link1_to_arm2_joint,-0.2181516596476237,-0.2181516596476237,0.0
1783426743535560045,arm_link2_to_arm3_joint,-0.2181516596476237,-0.2181516596476237,0.0
1783426743535560045,arm_link3_to_arm4_joint,-0.2181516596476237,-0.2181516596476237,0.0
1783426743535560045,arm_link4_to_armFork_joint,0.2403342967695926,0.2403342967695926,0.0
1783426743535560045,basket_link_to_armFork_joint,0.008185491926467546,0.00828682520594506,0.00010133327947751437
1783426743535560045,basket_crane_link_to_basket_link,,0.0,
1783426743535560045,winch_link_to_basket_crane_link,-6.678730010986328,-6.678733825683594,-3.814697265625e-06
1783426743635559695,base_to_cylinder_joint,-0.008726645739822998,-0.008726645739822998,0.0
1783426743635559695,cylinder_to_arm1_joint,-0.1378810042496493,-0.1378810042496493,0.0
1783426743635559695,arm_link1_to_arm2_joint,-0.22118180084228514,-0.22118180084228514,0.0
1783426743635559695,arm_link2_to_arm3_joint,-0.22118180084228514,-0.22118180084228514,0.0
1783426743635559695,arm_link3_to_arm4_joint,-0.22118180084228514,-0.22118180084228514,0.0
1783426743635559695,arm_link4_to_armFork_joint,0.2403342967695926,0.2403342967695926,0.0
